source,date,count
bloomberg,2013-09-08,96
bloomberg,2013-09-09,402
bloomberg,2013-09-10,454
bloomberg,2013-09-11,448
bloomberg,2013-09-12,462
bloomberg,2013-09-13,332
bloomberg,2013-09-14,40
bloomberg,2013-09-15,93
bloomberg,2013-09-16,385
bloomberg,2013-09-17,428
bloomberg,2013-09-18,396
bloomberg,2013-09-19,429
bloomberg,2013-09-20,336
bloomberg,2013-09-21,38
bloomberg,2013-09-22,98
bloomberg,2013-09-23,377
bloomberg,2013-09-24,385
bloomberg,2013-09-25,433
bloomberg,2013-09-26,437
bloomberg,2013-09-27,381
bloomberg,2013-09-28,51
bloomberg,2013-09-29,130
bloomberg,2013-09-30,422
bloomberg,2013-10-01,465
bloomberg,2013-10-02,410
bloomberg,2013-10-03,424
bloomberg,2013-10-04,308
bloomberg,2013-10-05,43
bloomberg,2013-10-06,108
bloomberg,2013-10-07,370
bloomberg,2013-10-08,406
bloomberg,2013-10-09,429
bloomberg,2013-10-10,437
bloomberg,2013-10-11,330
bloomberg,2013-10-12,54
bloomberg,2013-10-13,96
bloomberg,2013-10-14,303
bloomberg,2013-10-15,395
bloomberg,2013-10-16,417
bloomberg,2013-10-17,418
bloomberg,2013-10-18,319
bloomberg,2013-10-19,46
bloomberg,2013-10-20,86
bloomberg,2013-10-21,377
bloomberg,2013-10-22,427
bloomberg,2013-10-23,395
bloomberg,2013-10-24,445
bloomberg,2013-10-25,346
bloomberg,2013-10-26,34
bloomberg,2013-10-27,78
bloomberg,2013-10-28,325
bloomberg,2013-10-29,411
bloomberg,2013-10-30,407
bloomberg,2013-10-31,468
bloomberg,2013-11-01,342
bloomberg,2013-11-02,41
bloomberg,2013-11-03,76
bloomberg,2013-11-04,346
bloomberg,2013-11-05,423
bloomberg,2013-11-06,437
bloomberg,2013-11-07,487
bloomberg,2013-11-08,370
bloomberg,2013-11-09,47
bloomberg,2013-11-10,73
bloomberg,2013-11-11,305
bloomberg,2013-11-12,421
bloomberg,2013-11-13,404
bloomberg,2013-11-14,459
bloomberg,2013-11-15,314
bloomberg,2013-11-16,46
bloomberg,2013-11-17,101
bloomberg,2013-11-18,359
bloomberg,2013-11-19,404
bloomberg,2013-11-20,384
bloomberg,2013-11-21,440
bloomberg,2013-11-22,357
bloomberg,2013-11-23,48
bloomberg,2013-11-24,71
bloomberg,2013-11-25,306
bloomberg,2013-11-26,28
retuers,2006-10-20,2
retuers,2006-10-21,1
retuers,2006-10-22,3
retuers,2006-10-23,34
retuers,2006-10-24,39
retuers,2006-10-25,28
retuers,2006-10-26,40
retuers,2006-10-27,33
retuers,2006-10-28,2
retuers,2006-10-29,5
retuers,2006-10-30,33
retuers,2006-10-31,33
retuers,2006-11-01,43
retuers,2006-11-02,42
retuers,2006-11-03,28
retuers,2006-11-04,8
retuers,2006-11-05,8
retuers,2006-11-06,41
retuers,2006-11-07,47
retuers,2006-11-08,55
retuers,2006-11-09,46
retuers,2006-11-10,28
retuers,2006-11-11,16
retuers,2006-11-12,8
retuers,2006-11-13,31
retuers,2006-11-14,27
retuers,2006-11-15,35
retuers,2006-11-16,44
retuers,2006-11-17,50
retuers,2006-11-18,11
retuers,2006-11-19,11
retuers,2006-11-20,30
retuers,2006-11-21,38
retuers,2006-11-22,34
retuers,2006-11-23,20
retuers,2006-11-24,24
retuers,2006-11-25,10
retuers,2006-11-26,11
retuers,2006-11-27,31
retuers,2006-11-28,47
retuers,2006-11-29,30
retuers,2006-11-30,59
retuers,2006-12-01,36
retuers,2006-12-02,20
retuers,2006-12-03,6
retuers,2006-12-04,37
retuers,2006-12-05,54
retuers,2006-12-06,49
retuers,2006-12-07,39
retuers,2006-12-08,35
retuers,2006-12-09,8
retuers,2006-12-10,16
retuers,2006-12-11,43
retuers,2006-12-12,46
retuers,2006-12-13,50
retuers,2006-12-14,48
retuers,2006-12-15,43
retuers,2006-12-16,10
retuers,2006-12-17,10
retuers,2006-12-18,50
retuers,2006-12-19,38
retuers,2006-12-20,39
retuers,2006-12-21,44
retuers,2006-12-22,35
retuers,2006-12-23,5
retuers,2006-12-24,5
retuers,2006-12-25,5
retuers,2006-12-26,19
retuers,2006-12-27,34
retuers,2006-12-28,44
retuers,2006-12-29,25
retuers,2006-12-30,7
retuers,2006-12-31,7
retuers,2007-01-01,2
retuers,2007-01-02,20
retuers,2007-01-03,35
retuers,2007-01-04,58
retuers,2007-01-05,30
retuers,2007-01-06,12
retuers,2007-01-07,14
retuers,2007-01-08,75
retuers,2007-01-09,43
retuers,2007-01-10,59
retuers,2007-01-11,39
retuers,2007-01-12,39
retuers,2007-01-13,6
retuers,2007-01-14,14
retuers,2007-01-15,25
retuers,2007-01-16,43
retuers,2007-01-17,35
retuers,2007-01-18,37
retuers,2007-01-19,33
retuers,2007-01-20,1
retuers,2007-01-21,7
retuers,2007-01-22,27
retuers,2007-01-23,44
retuers,2007-01-24,42
retuers,2007-01-25,41
retuers,2007-01-26,39
retuers,2007-01-27,14
retuers,2007-01-28,7
retuers,2007-01-29,41
retuers,2007-01-30,33
retuers,2007-01-31,48
retuers,2007-02-01,49
retuers,2007-02-02,35
retuers,2007-02-03,8
retuers,2007-02-04,9
retuers,2007-02-05,36
retuers,2007-02-06,49
retuers,2007-02-07,64
retuers,2007-02-08,56
retuers,2007-02-09,41
retuers,2007-02-10,15
retuers,2007-02-11,16
retuers,2007-02-12,37
retuers,2007-02-13,47
retuers,2007-02-14,47
retuers,2007-02-15,39
retuers,2007-02-16,34
retuers,2007-02-17,9
retuers,2007-02-18,6
retuers,2007-02-19,19
retuers,2007-02-20,39
retuers,2007-02-21,36
retuers,2007-02-22,53
retuers,2007-02-23,33
retuers,2007-02-24,6
retuers,2007-02-25,13
retuers,2007-02-26,34
retuers,2007-02-27,35
retuers,2007-02-28,49
retuers,2007-03-01,59
retuers,2007-03-02,49
retuers,2007-03-03,7
retuers,2007-03-04,10
retuers,2007-03-05,40
retuers,2007-03-06,43
retuers,2007-03-07,62
retuers,2007-03-08,64
retuers,2007-03-09,50
retuers,2007-03-10,5
retuers,2007-03-11,6
retuers,2007-03-12,47
retuers,2007-03-13,53
retuers,2007-03-14,51
retuers,2007-03-15,45
retuers,2007-03-16,35
retuers,2007-03-17,3
retuers,2007-03-18,11
retuers,2007-03-19,43
retuers,2007-03-20,29
retuers,2007-03-21,31
retuers,2007-03-22,53
retuers,2007-03-23,36
retuers,2007-03-24,11
retuers,2007-03-25,12
retuers,2007-03-26,33
retuers,2007-03-27,36
retuers,2007-03-28,38
retuers,2007-03-29,34
retuers,2007-03-30,28
retuers,2007-03-31,3
retuers,2007-04-01,8
retuers,2007-04-02,45
retuers,2007-04-03,55
retuers,2007-04-04,47
retuers,2007-04-05,53
retuers,2007-04-06,32
retuers,2007-04-07,8
retuers,2007-04-08,10
retuers,2007-04-09,50
retuers,2007-04-10,49
retuers,2007-04-11,46
retuers,2007-04-12,49
retuers,2007-04-13,42
retuers,2007-04-14,15
retuers,2007-04-15,22
retuers,2007-04-16,50
retuers,2007-04-17,56
retuers,2007-04-18,45
retuers,2007-04-19,62
retuers,2007-04-20,36
retuers,2007-04-21,13
retuers,2007-04-22,6
retuers,2007-04-23,60
retuers,2007-04-24,49
retuers,2007-04-25,57
retuers,2007-04-26,48
retuers,2007-04-27,43
retuers,2007-04-28,11
retuers,2007-04-29,6
retuers,2007-04-30,42
retuers,2007-05-01,67
retuers,2007-05-02,48
retuers,2007-05-03,50
retuers,2007-05-04,41
retuers,2007-05-05,19
retuers,2007-05-06,15
retuers,2007-05-07,43
retuers,2007-05-08,51
retuers,2007-05-09,39
retuers,2007-05-10,37
retuers,2007-05-11,43
retuers,2007-05-12,10
retuers,2007-05-13,13
retuers,2007-05-14,41
retuers,2007-05-15,43
retuers,2007-05-16,42
retuers,2007-05-17,33
retuers,2007-05-18,24
retuers,2007-05-19,11
retuers,2007-05-20,19
retuers,2007-05-21,53
retuers,2007-05-22,43
retuers,2007-05-23,51
retuers,2007-05-24,48
retuers,2007-05-25,32
retuers,2007-05-26,6
retuers,2007-05-27,12
retuers,2007-05-28,25
retuers,2007-05-29,43
retuers,2007-05-30,42
retuers,2007-05-31,50
retuers,2007-06-01,49
retuers,2007-06-02,7
retuers,2007-06-03,9
retuers,2007-06-04,35
retuers,2007-06-05,32
retuers,2007-06-06,36
retuers,2007-06-07,38
retuers,2007-06-08,39
retuers,2007-06-09,16
retuers,2007-06-10,9
retuers,2007-06-11,33
retuers,2007-06-12,37
retuers,2007-06-13,37
retuers,2007-06-14,37
retuers,2007-06-15,27
retuers,2007-06-16,9
retuers,2007-06-17,14
retuers,2007-06-18,38
retuers,2007-06-19,34
retuers,2007-06-20,49
retuers,2007-06-21,35
retuers,2007-06-22,43
retuers,2007-06-23,12
retuers,2007-06-24,15
retuers,2007-06-25,32
retuers,2007-06-26,35
retuers,2007-06-27,30
retuers,2007-06-28,32
retuers,2007-06-29,36
retuers,2007-06-30,10
retuers,2007-07-01,13
retuers,2007-07-02,24
retuers,2007-07-03,31
retuers,2007-07-04,17
retuers,2007-07-05,30
retuers,2007-07-06,25
retuers,2007-07-07,13
retuers,2007-07-08,13
retuers,2007-07-09,51
retuers,2007-07-10,37
retuers,2007-07-11,46
retuers,2007-07-12,52
retuers,2007-07-13,49
retuers,2007-07-14,8
retuers,2007-07-15,9
retuers,2007-07-16,30
retuers,2007-07-17,43
retuers,2007-07-18,56
retuers,2007-07-19,43
retuers,2007-07-20,38
retuers,2007-07-21,15
retuers,2007-07-22,6
retuers,2007-07-23,39
retuers,2007-07-24,50
retuers,2007-07-25,44
retuers,2007-07-26,60
retuers,2007-07-27,36
retuers,2007-07-28,9
retuers,2007-07-29,9
retuers,2007-07-30,40
retuers,2007-07-31,29
retuers,2007-08-01,57
retuers,2007-08-02,42
retuers,2007-08-03,29
retuers,2007-08-04,7
retuers,2007-08-05,19
retuers,2007-08-06,45
retuers,2007-08-07,38
retuers,2007-08-08,48
retuers,2007-08-09,36
retuers,2007-08-10,34
retuers,2007-08-11,6
retuers,2007-08-12,15
retuers,2007-08-13,41
retuers,2007-08-14,52
retuers,2007-08-15,35
retuers,2007-08-16,32
retuers,2007-08-17,47
retuers,2007-08-18,3
retuers,2007-08-19,8
retuers,2007-08-20,39
retuers,2007-08-21,52
retuers,2007-08-22,50
retuers,2007-08-23,43
retuers,2007-08-24,35
retuers,2007-08-25,10
retuers,2007-08-26,8
retuers,2007-08-27,31
retuers,2007-08-28,40
retuers,2007-08-29,33
retuers,2007-08-30,35
retuers,2007-08-31,31
retuers,2007-09-01,9
retuers,2007-09-02,8
retuers,2007-09-03,21
retuers,2007-09-04,57
retuers,2007-09-05,47
retuers,2007-09-06,49
retuers,2007-09-07,35
retuers,2007-09-08,8
retuers,2007-09-09,20
retuers,2007-09-10,43
retuers,2007-09-11,46
retuers,2007-09-12,36
retuers,2007-09-13,42
retuers,2007-09-14,46
retuers,2007-09-15,19
retuers,2007-09-16,19
retuers,2007-09-17,50
retuers,2007-09-18,54
retuers,2007-09-19,32
retuers,2007-09-20,50
retuers,2007-09-21,32
retuers,2007-09-22,4
retuers,2007-09-23,13
retuers,2007-09-24,42
retuers,2007-09-25,45
retuers,2007-09-26,56
retuers,2007-09-27,35
retuers,2007-09-28,25
retuers,2007-09-29,3
retuers,2007-09-30,10
retuers,2007-10-01,33
retuers,2007-10-02,55
retuers,2007-10-03,41
retuers,2007-10-04,57
retuers,2007-10-05,41
retuers,2007-10-06,5
retuers,2007-10-07,9
retuers,2007-10-08,43
retuers,2007-10-09,51
retuers,2007-10-10,55
retuers,2007-10-11,58
retuers,2007-10-12,55
retuers,2007-10-13,11
retuers,2007-10-14,8
retuers,2007-10-15,73
retuers,2007-10-16,56
retuers,2007-10-17,49
retuers,2007-10-18,59
retuers,2007-10-19,51
retuers,2007-10-20,25
retuers,2007-10-21,14
retuers,2007-10-22,49
retuers,2007-10-23,43
retuers,2007-10-24,54
retuers,2007-10-25,53
retuers,2007-10-26,43
retuers,2007-10-27,8
retuers,2007-10-28,20
retuers,2007-10-29,32
retuers,2007-10-30,52
retuers,2007-10-31,44
retuers,2007-11-01,55
retuers,2007-11-02,36
retuers,2007-11-03,16
retuers,2007-11-04,26
retuers,2007-11-05,64
retuers,2007-11-06,51
retuers,2007-11-07,54
retuers,2007-11-08,64
retuers,2007-11-09,46
retuers,2007-11-10,11
retuers,2007-11-11,25
retuers,2007-11-12,47
retuers,2007-11-13,38
retuers,2007-11-14,49
retuers,2007-11-15,50
retuers,2007-11-16,44
retuers,2007-11-17,11
retuers,2007-11-18,23
retuers,2007-11-19,45
retuers,2007-11-20,48
retuers,2007-11-21,46
retuers,2007-11-22,17
retuers,2007-11-23,31
retuers,2007-11-24,7
retuers,2007-11-25,5
retuers,2007-11-26,49
retuers,2007-11-27,48
retuers,2007-11-28,34
retuers,2007-11-29,29
retuers,2007-11-30,46
retuers,2007-12-01,13
retuers,2007-12-02,10
retuers,2007-12-03,54
retuers,2007-12-04,44
retuers,2007-12-05,45
retuers,2007-12-06,70
retuers,2007-12-07,44
retuers,2007-12-08,6
retuers,2007-12-09,11
retuers,2007-12-10,49
retuers,2007-12-11,66
retuers,2007-12-12,59
retuers,2007-12-13,55
retuers,2007-12-14,66
retuers,2007-12-15,7
retuers,2007-12-16,11
retuers,2007-12-17,47
retuers,2007-12-18,57
retuers,2007-12-19,54
retuers,2007-12-20,52
retuers,2007-12-21,54
retuers,2007-12-22,10
retuers,2007-12-23,9
retuers,2007-12-24,27
retuers,2007-12-25,5
retuers,2007-12-26,17
retuers,2007-12-27,33
retuers,2007-12-28,33
retuers,2007-12-29,2
retuers,2007-12-30,10
retuers,2007-12-31,29
retuers,2008-01-01,11
retuers,2008-01-02,47
retuers,2008-01-03,68
retuers,2008-01-04,52
retuers,2008-01-05,15
retuers,2008-01-06,8
retuers,2008-01-07,63
retuers,2008-01-08,48
retuers,2008-01-09,38
retuers,2008-01-10,57
retuers,2008-01-11,61
retuers,2008-01-12,12
retuers,2008-01-13,30
retuers,2008-01-14,62
retuers,2008-01-15,52
retuers,2008-01-16,57
retuers,2008-01-17,59
retuers,2008-01-18,42
retuers,2008-01-19,9
retuers,2008-01-20,13
retuers,2008-01-21,42
retuers,2008-01-22,81
retuers,2008-01-23,54
retuers,2008-01-24,99
retuers,2008-01-25,69
retuers,2008-01-26,27
retuers,2008-01-27,26
retuers,2008-01-28,72
retuers,2008-01-29,68
retuers,2008-01-30,78
retuers,2008-01-31,84
retuers,2008-02-01,88
retuers,2008-02-02,15
retuers,2008-02-03,9
retuers,2008-02-04,45
retuers,2008-02-05,51
retuers,2008-02-06,47
retuers,2008-02-07,44
retuers,2008-02-08,48
retuers,2008-02-09,25
retuers,2008-02-10,13
retuers,2008-02-11,37
retuers,2008-02-12,61
retuers,2008-02-13,56
retuers,2008-02-14,52
retuers,2008-02-15,40
retuers,2008-02-16,13
retuers,2008-02-17,20
retuers,2008-02-18,35
retuers,2008-02-19,55
retuers,2008-02-20,35
retuers,2008-02-21,33
retuers,2008-02-22,40
retuers,2008-02-23,11
retuers,2008-02-24,14
retuers,2008-02-25,38
retuers,2008-02-26,49
retuers,2008-02-27,54
retuers,2008-02-28,52
retuers,2008-02-29,60
retuers,2008-03-01,21
retuers,2008-03-02,12
retuers,2008-03-03,62
retuers,2008-03-04,82
retuers,2008-03-05,93
retuers,2008-03-06,93
retuers,2008-03-07,80
retuers,2008-03-08,7
retuers,2008-03-09,11
retuers,2008-03-10,78
retuers,2008-03-11,95
retuers,2008-03-12,80
retuers,2008-03-13,59
retuers,2008-03-14,56
retuers,2008-03-15,19
retuers,2008-03-16,19
retuers,2008-03-17,82
retuers,2008-03-18,65
retuers,2008-03-19,60
retuers,2008-03-20,45
retuers,2008-03-21,20
retuers,2008-03-22,3
retuers,2008-03-23,11
retuers,2008-03-24,47
retuers,2008-03-25,48
retuers,2008-03-26,73
retuers,2008-03-27,52
retuers,2008-03-28,38
retuers,2008-03-29,12
retuers,2008-03-30,11
retuers,2008-03-31,47
retuers,2008-04-01,54
retuers,2008-04-02,38
retuers,2008-04-03,71
retuers,2008-04-04,57
retuers,2008-04-05,10
retuers,2008-04-06,16
retuers,2008-04-07,41
retuers,2008-04-08,41
retuers,2008-04-09,52
retuers,2008-04-10,76
retuers,2008-04-11,44
retuers,2008-04-12,28
retuers,2008-04-13,20
retuers,2008-04-14,37
retuers,2008-04-15,55
retuers,2008-04-16,54
retuers,2008-04-17,59
retuers,2008-04-18,38
retuers,2008-04-19,9
retuers,2008-04-20,30
retuers,2008-04-21,55
retuers,2008-04-22,72
retuers,2008-04-23,62
retuers,2008-04-24,52
retuers,2008-04-25,42
retuers,2008-04-26,5
retuers,2008-04-27,12
retuers,2008-04-28,52
retuers,2008-04-29,56
retuers,2008-04-30,57
retuers,2008-05-01,59
retuers,2008-05-02,44
retuers,2008-05-03,17
retuers,2008-05-04,25
retuers,2008-05-05,32
retuers,2008-05-06,56
retuers,2008-05-07,46
retuers,2008-05-08,51
retuers,2008-05-09,34
retuers,2008-05-10,8
retuers,2008-05-11,7
retuers,2008-05-12,48
retuers,2008-05-13,63
retuers,2008-05-14,41
retuers,2008-05-15,66
retuers,2008-05-16,36
retuers,2008-05-17,8
retuers,2008-05-18,24
retuers,2008-05-19,40
retuers,2008-05-20,28
retuers,2008-05-21,38
retuers,2008-05-22,36
retuers,2008-05-23,37
retuers,2008-05-24,6
retuers,2008-05-25,7
retuers,2008-05-26,30
retuers,2008-05-27,42
retuers,2008-05-28,60
retuers,2008-05-29,72
retuers,2008-05-30,49
retuers,2008-05-31,8
retuers,2008-06-01,14
retuers,2008-06-02,44
retuers,2008-06-03,56
retuers,2008-06-04,49
retuers,2008-06-05,71
retuers,2008-06-06,37
retuers,2008-06-07,5
retuers,2008-06-08,10
retuers,2008-06-09,69
retuers,2008-06-10,44
retuers,2008-06-11,48
retuers,2008-06-12,73
retuers,2008-06-13,52
retuers,2008-06-14,13
retuers,2008-06-15,15
retuers,2008-06-16,59
retuers,2008-06-17,52
retuers,2008-06-18,61
retuers,2008-06-19,69
retuers,2008-06-20,45
retuers,2008-06-21,20
retuers,2008-06-22,16
retuers,2008-06-23,46
retuers,2008-06-24,56
retuers,2008-06-25,63
retuers,2008-06-26,62
retuers,2008-06-27,49
retuers,2008-06-28,2
retuers,2008-06-29,13
retuers,2008-06-30,46
retuers,2008-07-01,55
retuers,2008-07-02,41
retuers,2008-07-03,45
retuers,2008-07-04,25
retuers,2008-07-05,6
retuers,2008-07-06,8
retuers,2008-07-07,46
retuers,2008-07-08,58
retuers,2008-07-09,51
retuers,2008-07-10,84
retuers,2008-07-11,79
retuers,2008-07-12,36
retuers,2008-07-13,48
retuers,2008-07-14,85
retuers,2008-07-15,85
retuers,2008-07-16,53
retuers,2008-07-17,49
retuers,2008-07-18,45
retuers,2008-07-19,7
retuers,2008-07-20,10
retuers,2008-07-21,74
retuers,2008-07-22,81
retuers,2008-07-23,78
retuers,2008-07-24,78
retuers,2008-07-25,56
retuers,2008-07-26,22
retuers,2008-07-27,17
retuers,2008-07-28,64
retuers,2008-07-29,63
retuers,2008-07-30,50
retuers,2008-07-31,49
retuers,2008-08-01,71
retuers,2008-08-02,14
retuers,2008-08-03,10
retuers,2008-08-04,39
retuers,2008-08-05,45
retuers,2008-08-06,43
retuers,2008-08-07,59
retuers,2008-08-08,41
retuers,2008-08-09,2
retuers,2008-08-10,14
retuers,2008-08-11,39
retuers,2008-08-12,30
retuers,2008-08-13,34
retuers,2008-08-14,37
retuers,2008-08-15,31
retuers,2008-08-16,8
retuers,2008-08-17,6
retuers,2008-08-18,25
retuers,2008-08-19,38
retuers,2008-08-20,36
retuers,2008-08-21,53
retuers,2008-08-22,46
retuers,2008-08-23,7
retuers,2008-08-24,9
retuers,2008-08-25,32
retuers,2008-08-26,35
retuers,2008-08-27,32
retuers,2008-08-28,38
retuers,2008-08-29,36
retuers,2008-08-30,5
retuers,2008-08-31,13
retuers,2008-09-01,36
retuers,2008-09-02,47
retuers,2008-09-03,52
retuers,2008-09-04,62
retuers,2008-09-05,38
retuers,2008-09-06,16
retuers,2008-09-07,42
retuers,2008-09-08,73
retuers,2008-09-09,58
retuers,2008-09-10,81
retuers,2008-09-11,71
retuers,2008-09-12,63
retuers,2008-09-13,17
retuers,2008-09-14,36
retuers,2008-09-15,111
retuers,2008-09-16,68
retuers,2008-09-17,109
retuers,2008-09-18,74
retuers,2008-09-19,73
retuers,2008-09-20,30
retuers,2008-09-21,36
retuers,2008-09-22,63
retuers,2008-09-23,27
retuers,2008-09-24,44
retuers,2008-09-25,37
retuers,2008-09-26,39
retuers,2008-09-27,31
retuers,2008-09-28,39
retuers,2008-09-29,96
retuers,2008-09-30,54
retuers,2008-10-01,88
retuers,2008-10-02,78
retuers,2008-10-03,85
retuers,2008-10-04,38
retuers,2008-10-05,29
retuers,2008-10-06,84
retuers,2008-10-07,80
retuers,2008-10-08,94
retuers,2008-10-09,85
retuers,2008-10-10,76
retuers,2008-10-11,48
retuers,2008-10-12,68
retuers,2008-10-13,85
retuers,2008-10-14,81
retuers,2008-10-15,77
retuers,2008-10-16,81
retuers,2008-10-17,67
retuers,2008-10-18,14
retuers,2008-10-19,32
retuers,2008-10-20,72
retuers,2008-10-21,79
retuers,2008-10-22,62
retuers,2008-10-23,79
retuers,2008-10-24,102
retuers,2008-10-25,30
retuers,2008-10-26,30
retuers,2008-10-27,68
retuers,2008-10-28,71
retuers,2008-10-29,68
retuers,2008-10-30,75
retuers,2008-10-31,59
retuers,2008-11-01,10
retuers,2008-11-02,14
retuers,2008-11-03,61
retuers,2008-11-04,54
retuers,2008-11-05,61
retuers,2008-11-06,98
retuers,2008-11-07,79
retuers,2008-11-08,33
retuers,2008-11-09,44
retuers,2008-11-10,63
retuers,2008-11-11,64
retuers,2008-11-12,72
retuers,2008-11-13,76
retuers,2008-11-14,82
retuers,2008-11-15,48
retuers,2008-11-16,23
retuers,2008-11-17,55
retuers,2008-11-18,71
retuers,2008-11-19,68
retuers,2008-11-20,79
retuers,2008-11-21,80
retuers,2008-11-22,40
retuers,2008-11-23,26
retuers,2008-11-24,51
retuers,2008-11-25,75
retuers,2008-11-26,58
retuers,2008-11-27,25
retuers,2008-11-28,38
retuers,2008-11-29,12
retuers,2008-11-30,16
retuers,2008-12-01,49
retuers,2008-12-02,76
retuers,2008-12-03,80
retuers,2008-12-04,80
retuers,2008-12-05,63
retuers,2008-12-06,30
retuers,2008-12-07,12
retuers,2008-12-08,50
retuers,2008-12-09,52
retuers,2008-12-10,49
retuers,2008-12-11,56
retuers,2008-12-12,74
retuers,2008-12-13,20
retuers,2008-12-14,20
retuers,2008-12-15,64
retuers,2008-12-16,74
retuers,2008-12-17,79
retuers,2008-12-18,79
retuers,2008-12-19,63
retuers,2008-12-20,15
retuers,2008-12-21,13
retuers,2008-12-22,43
retuers,2008-12-23,46
retuers,2008-12-24,31
retuers,2008-12-25,4
retuers,2008-12-26,23
retuers,2008-12-27,2
retuers,2008-12-28,7
retuers,2008-12-29,28
retuers,2008-12-30,44
retuers,2008-12-31,47
retuers,2009-01-01,16
retuers,2009-01-02,38
retuers,2009-01-03,19
retuers,2009-01-04,18
retuers,2009-01-05,52
retuers,2009-01-06,44
retuers,2009-01-07,60
retuers,2009-01-08,70
retuers,2009-01-09,67
retuers,2009-01-10,8
retuers,2009-01-11,32
retuers,2009-01-12,49
retuers,2009-01-13,78
retuers,2009-01-14,80
retuers,2009-01-15,82
retuers,2009-01-16,61
retuers,2009-01-17,20
retuers,2009-01-18,9
retuers,2009-01-19,27
retuers,2009-01-20,53
retuers,2009-01-21,65
retuers,2009-01-22,58
retuers,2009-01-23,58
retuers,2009-01-24,18
retuers,2009-01-25,12
retuers,2009-01-26,51
retuers,2009-01-27,57
retuers,2009-01-28,49
retuers,2009-01-29,71
retuers,2009-01-30,53
retuers,2009-01-31,13
retuers,2009-02-01,9
retuers,2009-02-02,34
retuers,2009-02-03,52
retuers,2009-02-04,54
retuers,2009-02-05,56
retuers,2009-02-06,46
retuers,2009-02-07,10
retuers,2009-02-08,19
retuers,2009-02-09,50
retuers,2009-02-10,80
retuers,2009-02-11,78
retuers,2009-02-12,50
retuers,2009-02-13,51
retuers,2009-02-14,19
retuers,2009-02-15,22
retuers,2009-02-16,47
retuers,2009-02-17,65
retuers,2009-02-18,81
retuers,2009-02-19,73
retuers,2009-02-20,69
retuers,2009-02-21,21
retuers,2009-02-22,20
retuers,2009-02-23,52
retuers,2009-02-24,62
retuers,2009-02-25,55
retuers,2009-02-26,89
retuers,2009-02-27,62
retuers,2009-02-28,17
retuers,2009-03-01,22
retuers,2009-03-02,64
retuers,2009-03-03,54
retuers,2009-03-04,59
retuers,2009-03-05,55
retuers,2009-03-06,49
retuers,2009-03-07,17
retuers,2009-03-08,9
retuers,2009-03-09,59
retuers,2009-03-10,44
retuers,2009-03-11,53
retuers,2009-03-12,56
retuers,2009-03-13,67
retuers,2009-03-14,14
retuers,2009-03-15,33
retuers,2009-03-16,50
retuers,2009-03-17,58
retuers,2009-03-18,73
retuers,2009-03-19,73
retuers,2009-03-20,63
retuers,2009-03-21,15
retuers,2009-03-22,16
retuers,2009-03-23,82
retuers,2009-03-24,86
retuers,2009-03-25,90
retuers,2009-03-26,68
retuers,2009-03-27,45
retuers,2009-03-28,6
retuers,2009-03-29,13
retuers,2009-03-30,70
retuers,2009-03-31,63
retuers,2009-04-01,78
retuers,2009-04-02,54
retuers,2009-04-03,36
retuers,2009-04-04,10
retuers,2009-04-05,12
retuers,2009-04-06,42
retuers,2009-04-07,39
retuers,2009-04-08,73
retuers,2009-04-09,50
retuers,2009-04-10,19
retuers,2009-04-11,5
retuers,2009-04-12,10
retuers,2009-04-13,41
retuers,2009-04-14,53
retuers,2009-04-15,53
retuers,2009-04-16,76
retuers,2009-04-17,52
retuers,2009-04-18,13
retuers,2009-04-19,19
retuers,2009-04-20,52
retuers,2009-04-21,49
retuers,2009-04-22,61
retuers,2009-04-23,73
retuers,2009-04-24,51
retuers,2009-04-25,17
retuers,2009-04-26,5
retuers,2009-04-27,40
retuers,2009-04-28,48
retuers,2009-04-29,48
retuers,2009-04-30,67
retuers,2009-05-01,57
retuers,2009-05-02,21
retuers,2009-05-03,20
retuers,2009-05-04,51
retuers,2009-05-05,47
retuers,2009-05-06,57
retuers,2009-05-07,101
retuers,2009-05-08,45
retuers,2009-05-09,8
retuers,2009-05-10,5
retuers,2009-05-11,49
retuers,2009-05-12,43
retuers,2009-05-13,51
retuers,2009-05-14,54
retuers,2009-05-15,54
retuers,2009-05-16,7
retuers,2009-05-17,12
retuers,2009-05-18,30
retuers,2009-05-19,45
retuers,2009-05-20,59
retuers,2009-05-21,47
retuers,2009-05-22,52
retuers,2009-05-23,9
retuers,2009-05-24,13
retuers,2009-05-25,20
retuers,2009-05-26,40
retuers,2009-05-27,46
retuers,2009-05-28,58
retuers,2009-05-29,58
retuers,2009-05-30,16
retuers,2009-05-31,6
retuers,2009-06-01,70
retuers,2009-06-02,73
retuers,2009-06-03,56
retuers,2009-06-04,65
retuers,2009-06-05,54
retuers,2009-06-06,9
retuers,2009-06-07,9
retuers,2009-06-08,32
retuers,2009-06-09,54
retuers,2009-06-10,45
retuers,2009-06-11,45
retuers,2009-06-12,39
retuers,2009-06-13,5
retuers,2009-06-14,7
retuers,2009-06-15,63
retuers,2009-06-16,73
retuers,2009-06-17,60
retuers,2009-06-18,49
retuers,2009-06-19,46
retuers,2009-06-20,9
retuers,2009-06-21,7
retuers,2009-06-22,33
retuers,2009-06-23,41
retuers,2009-06-24,41
retuers,2009-06-25,40
retuers,2009-06-26,36
retuers,2009-06-27,16
retuers,2009-06-28,9
retuers,2009-06-29,40
